UTIL. DA GPU,SCLK DA GPU,MCLK DA GPU,TEMP. DA GPU,TEMP. DE PONTO DE ACESSO DA GPU,ENERGIA DA GPU,VENT. DA GPU,UTIL. MEM. GPU,FPS,UTIL. DA CPU,UTIL. MEM. SISTEMA
52.000,494.000,1988.000,56.000,57.000,8,0.000,1758.000,130.000,9.20,7.92
58.000,493.000,1988.000,56.000,57.000,8,0.000,1758.000,137.000,6.16,7.92
66.000,494.000,1980.000,56.000,57.000,8,0.000,1758.000,147.000,1.00,7.92
62.000,494.000,1980.000,56.000,57.000,8,0.000,1758.000,153.000,5.63,7.92
65.000,493.000,1980.000,56.000,57.000,8,0.000,1758.000,147.000,3.60,7.92
61.000,493.000,1984.000,56.000,57.000,8,0.000,1758.000,146.000,5.69,7.92
53.000,493.000,1982.000,56.000,57.000,8,0.000,1758.000,151.000,4.89,7.92
66.000,493.000,1980.000,56.000,57.000,8,0.000,1758.000,149.000,6.08,7.92
68.000,493.000,1980.000,56.000,57.000,8,0.000,1758.000,146.000,5.33,7.92
71.000,494.000,1984.000,56.000,57.000,8,0.000,1758.000,157.000,2.33,7.92
62.000,504.000,1980.000,56.000,58.000,8,0.000,1758.000,157.000,7.78,7.92
63.000,496.000,1982.000,56.000,57.000,8,0.000,1758.000,146.000,6.89,7.93
66.000,496.000,1982.000,56.000,57.000,8,0.000,1758.000,139.000,9.12,7.93
66.000,496.000,1984.000,56.000,58.000,8,0.000,1758.000,138.000,6.32,7.93
62.000,493.000,1980.000,56.000,57.000,8,0.000,1758.000,136.000,3.02,7.92
55.000,493.000,1982.000,56.000,57.000,8,0.000,1758.000,131.000,5.81,7.92
59.000,493.000,1982.000,56.000,57.000,8,0.000,1758.000,130.000,7.22,7.92
57.000,495.000,1980.000,56.000,57.000,8,0.000,1758.000,126.000,6.51,7.92
61.000,496.000,1982.000,56.000,57.000,8,0.000,1758.000,127.000,2.83,7.92
67.000,495.000,1982.000,56.000,57.000,8,0.000,1758.000,129.000,8.02,7.92
67.000,493.000,1990.000,56.000,57.000,8,0.000,1758.000,139.000,6.69,7.92
60.000,493.000,1990.000,56.000,57.000,8,0.000,1758.000,136.000,4.53,7.92
53.000,493.000,1988.000,55.000,57.000,8,0.000,1758.000,129.000,7.91,7.92
61.000,493.000,1980.000,56.000,57.000,8,0.000,1758.000,135.000,6.21,7.92
61.000,496.000,1986.000,56.000,57.000,8,0.000,1758.000,133.000,3.91,7.92
60.000,495.000,1980.000,56.000,57.000,8,0.000,1758.000,143.000,2.57,7.92
65.000,496.000,1980.000,56.000,57.000,8,0.000,1758.000,140.000,4.77,7.92
70.000,496.000,1982.000,56.000,57.000,8,0.000,1758.000,139.000,7.08,7.92
50.000,496.000,1980.000,55.000,57.000,8,0.000,1758.000,129.000,3.94,7.92
37.000,496.000,1986.000,56.000,57.000,8,0.000,1758.000,110.000,5.36,7.93
42.000,496.000,1990.000,55.000,57.000,7,0.000,1758.000,100.000,6.60,7.92
57.000,496.000,1990.000,56.000,57.000,7,0.000,1758.000,104.000,5.87,7.93
37.000,495.000,2120.000,56.000,57.000,7,0.000,1758.000,103.000,4.62,7.93
48.000,496.000,1980.000,56.000,57.000,7,0.000,1758.000,111.000,7.97,7.93
47.000,495.000,1566.000,56.000,57.000,7,0.000,1758.000,105.000,7.03,7.92
48.000,496.000,1980.000,55.000,57.000,8,0.000,1758.000,116.000,3.11,7.92
48.000,496.000,1980.000,55.000,57.000,8,0.000,1758.000,116.000,3.11,7.92
50.000,496.000,1986.000,55.000,57.000,8,0.000,1758.000,128.000,6.65,7.93
56.000,496.000,1980.000,56.000,57.000,8,0.000,1758.000,141.000,6.57,7.93
55.000,496.000,1980.000,56.000,57.000,8,0.000,1758.000,152.000,6.76,7.93
75.000,510.000,1982.000,56.000,57.000,8,0.000,1758.000,150.000,3.45,7.93
63.000,565.000,1982.000,56.000,57.000,9,0.000,1758.000,153.000,5.74,7.93
57.000,495.000,1980.000,56.000,57.000,8,0.000,1758.000,156.000,5.05,7.93
76.000,561.000,1984.000,56.000,57.000,9,0.000,1758.000,162.000,4.59,7.93
74.000,498.000,1988.000,56.000,57.000,8,0.000,1758.000,161.000,5.93,7.93
61.000,505.000,1986.000,56.000,57.000,8,0.000,1758.000,158.000,5.00,7.93
45.000,493.000,1980.000,56.000,57.000,8,0.000,1758.000,162.000,5.48,7.93
61.000,496.000,1980.000,56.000,57.000,8,0.000,1758.000,165.000,4.24,7.93
53.000,496.000,1980.000,56.000,57.000,8,0.000,1758.000,165.000,6.53,7.93
54.000,496.000,1978.000,56.000,57.000,8,0.000,1758.000,165.000,4.77,7.93
68.000,493.000,1982.000,56.000,57.000,8,0.000,1758.000,165.000,4.43,7.93
55.000,493.000,1980.000,56.000,57.000,8,0.000,1758.000,165.000,4.96,7.93
55.000,493.000,1988.000,56.000,57.000,8,0.000,1758.000,165.000,3.80,7.93
59.000,493.000,1982.000,56.000,57.000,8,0.000,1758.000,165.000,4.67,7.93
53.000,493.000,1986.000,56.000,57.000,8,0.000,1758.000,165.000,1.18,7.93
68.000,493.000,1982.000,56.000,57.000,8,0.000,1758.000,165.000,5.73,7.93
62.000,496.000,1982.000,56.000,57.000,8,0.000,1758.000,164.000,5.01,7.93
66.000,496.000,1982.000,56.000,57.000,8,0.000,1758.000,165.000,3.13,7.93
52.000,493.000,1980.000,56.000,57.000,8,0.000,1758.000,165.000,5.99,7.93
61.000,493.000,1988.000,56.000,57.000,8,0.000,1758.000,165.000,5.83,7.93
46.000,493.000,1980.000,56.000,57.000,8,0.000,1758.000,164.000,6.03,7.93
58.000,496.000,1988.000,56.000,58.000,8,0.000,1758.000,165.000,2.29,7.93
56.000,493.000,1982.000,56.000,57.000,8,0.000,1758.000,165.000,3.52,7.93
63.000,500.000,1992.000,56.000,57.000,8,0.000,1758.000,165.000,4.48,7.93
73.000,498.000,1980.000,56.000,57.000,8,0.000,1758.000,165.000,4.16,7.93
66.000,506.000,1980.000,56.000,57.000,8,0.000,1758.000,165.000,1.86,7.93
75.000,508.000,1986.000,56.000,57.000,8,0.000,1758.000,165.000,5.00,7.93
68.000,498.000,1982.000,56.000,57.000,8,0.000,1758.000,165.000,6.37,7.93
72.000,506.000,1982.000,56.000,58.000,8,0.000,1758.000,159.000,2.87,7.93
65.000,494.000,1980.000,56.000,57.000,8,0.000,1758.000,164.000,3.91,7.93
70.000,512.000,1980.000,56.000,57.000,8,0.000,1758.000,165.000,5.60,7.93
64.000,506.000,1978.000,56.000,57.000,8,0.000,1758.000,164.000,3.92,7.93
71.000,495.000,1982.000,56.000,57.000,8,0.000,1758.000,165.000,4.58,7.93
68.000,495.000,1982.000,56.000,57.000,8,0.000,1758.000,165.000,1.26,7.93
62.000,497.000,1980.000,56.000,57.000,8,0.000,1758.000,165.000,3.85,7.93
72.000,495.000,1982.000,56.000,57.000,8,0.000,1758.000,165.000,2.98,7.93
65.000,495.000,1980.000,56.000,57.000,8,0.000,1758.000,165.000,4.52,7.93
64.000,497.000,1982.000,56.000,58.000,8,0.000,1758.000,165.000,2.29,7.93
61.000,496.000,1988.000,56.000,58.000,8,0.000,1758.000,164.000,2.83,7.93
66.000,495.000,1990.000,56.000,57.000,8,0.000,1758.000,161.000,4.09,7.93
73.000,496.000,1982.000,56.000,57.000,8,0.000,1758.000,165.000,3.00,7.93
62.000,494.000,1980.000,56.000,57.000,8,0.000,1758.000,159.000,4.41,7.93
71.000,499.000,1982.000,56.000,57.000,8,0.000,1758.000,165.000,8.17,7.93
64.000,496.000,1990.000,56.000,57.000,8,0.000,1758.000,163.000,6.44,7.93
71.000,493.000,1982.000,56.000,57.000,8,0.000,1758.000,165.000,1.73,7.93
60.000,496.000,1980.000,56.000,58.000,8,0.000,1758.000,165.000,3.75,7.93
69.000,495.000,1982.000,56.000,57.000,8,0.000,1758.000,165.000,4.16,7.93
63.000,494.000,1982.000,56.000,57.000,8,0.000,1758.000,165.000,4.89,7.93
65.000,497.000,1990.000,56.000,57.000,8,0.000,1758.000,165.000,1.00,7.93
74.000,511.000,1980.000,56.000,57.000,8,0.000,1758.000,165.000,6.29,7.93
70.000,497.000,1982.000,56.000,57.000,8,0.000,1758.000,163.000,5.23,7.93
68.000,496.000,1980.000,56.000,57.000,8,0.000,1758.000,165.000,4.96,7.93
74.000,511.000,1988.000,56.000,57.000,8,0.000,1758.000,164.000,1.96,7.93
73.000,496.000,1984.000,56.000,58.000,8,0.000,1758.000,163.000,3.42,7.93
71.000,500.000,1980.000,56.000,57.000,8,0.000,1758.000,163.000,7.16,7.93
63.000,523.000,1982.000,56.000,58.000,8,0.000,1758.000,160.000,7.27,7.93
66.000,536.000,1982.000,56.000,57.000,9,0.000,1758.000,160.000,2.51,7.93
68.000,555.000,1980.000,56.000,58.000,9,0.000,1758.000,160.000,6.08,7.93
68.000,555.000,1982.000,56.000,58.000,9,0.000,1758.000,163.000,5.93,7.93
79.000,561.000,1984.000,56.000,58.000,9,0.000,1758.000,163.000,5.08,7.93
72.000,572.000,1984.000,56.000,58.000,9,0.000,1758.000,165.000,3.71,7.93
75.000,546.000,1982.000,56.000,57.000,9,0.000,1758.000,163.000,5.24,7.93
65.000,528.000,1990.000,56.000,57.000,9,0.000,1758.000,164.000,6.04,7.93
74.000,518.000,1984.000,56.000,57.000,9,0.000,1758.000,165.000,1.95,7.93
60.000,521.000,1980.000,56.000,57.000,9,0.000,1758.000,165.000,4.53,7.93
73.000,527.000,1982.000,56.000,57.000,9,0.000,1758.000,165.000,3.56,7.93
67.000,527.000,1982.000,56.000,57.000,9,0.000,1758.000,165.000,6.51,7.93
73.000,520.000,1986.000,56.000,57.000,9,0.000,1758.000,164.000,3.87,7.93
70.000,524.000,1980.000,56.000,57.000,9,0.000,1758.000,164.000,2.01,7.93
66.000,578.000,1982.000,56.000,57.000,9,0.000,1758.000,165.000,4.58,7.93
72.000,550.000,1982.000,56.000,57.000,9,0.000,1758.000,165.000,7.30,7.93
49.000,496.000,1980.000,56.000,57.000,8,0.000,1758.000,165.000,5.80,7.93
64.000,493.000,1984.000,56.000,57.000,8,0.000,1758.000,164.000,3.11,7.93
61.000,493.000,1988.000,56.000,57.000,8,0.000,1758.000,165.000,5.08,7.93
63.000,496.000,1982.000,56.000,57.000,8,0.000,1758.000,163.000,3.36,7.93
61.000,497.000,1980.000,56.000,57.000,8,0.000,1758.000,163.000,5.61,7.93
65.000,498.000,1980.000,56.000,58.000,8,0.000,1758.000,164.000,3.78,7.93
71.000,498.000,1988.000,56.000,58.000,8,0.000,1758.000,165.000,6.27,7.93
66.000,511.000,1982.000,56.000,57.000,8,0.000,1758.000,164.000,6.09,7.93
77.000,509.000,1984.000,56.000,57.000,8,0.000,1758.000,165.000,2.28,7.93
71.000,500.000,1982.000,56.000,58.000,8,0.000,1758.000,165.000,5.42,7.93
69.000,508.000,1990.000,56.000,58.000,8,0.000,1758.000,165.000,8.13,7.93
61.000,494.000,1982.000,56.000,57.000,8,0.000,1758.000,165.000,3.48,7.93
77.000,499.000,1984.000,56.000,57.000,8,0.000,1758.000,164.000,5.85,7.93
68.000,500.000,1982.000,56.000,57.000,9,0.000,1758.000,164.000,7.88,7.93
69.000,494.000,1982.000,56.000,57.000,9,0.000,1758.000,164.000,6.82,7.93
43.000,662.000,1988.000,56.000,58.000,9,0.000,1758.000,148.000,3.61,7.93
61.000,665.000,1984.000,56.000,58.000,9,0.000,1758.000,154.000,8.10,7.93
76.000,500.000,1984.000,56.000,58.000,9,0.000,1758.000,162.000,4.79,7.94
68.000,497.000,1984.000,56.000,58.000,8,0.000,1758.000,164.000,5.40,7.94
77.000,516.000,1984.000,56.000,57.000,8,0.000,1758.000,162.000,0.77,7.94
67.000,496.000,1980.000,56.000,58.000,8,0.000,1758.000,165.000,3.50,7.93
71.000,494.000,1984.000,56.000,58.000,8,0.000,1758.000,165.000,6.20,7.93
72.000,495.000,1982.000,56.000,58.000,8,0.000,1758.000,165.000,2.37,7.92
62.000,494.000,1980.000,56.000,57.000,8,0.000,1758.000,165.000,3.93,7.92
58.000,495.000,1978.000,56.000,57.000,8,0.000,1758.000,165.000,2.85,7.92
60.000,494.000,1980.000,56.000,58.000,8,0.000,1758.000,163.000,4.22,7.93
63.000,494.000,1980.000,56.000,57.000,8,0.000,1758.000,165.000,4.80,7.92
57.000,495.000,1980.000,56.000,57.000,8,0.000,1758.000,165.000,3.66,7.93
58.000,541.000,1980.000,56.000,58.000,9,0.000,1758.000,165.000,2.13,7.93
45.000,493.000,1234.000,56.000,57.000,8,0.000,1758.000,74.000,12.73,7.94
65.000,546.000,1986.000,56.000,58.000,8,0.000,1758.000,151.000,5.81,7.94
59.000,622.000,1992.000,56.000,58.000,9,0.000,1758.000,162.000,2.14,7.95
70.000,617.000,1982.000,56.000,57.000,9,0.000,1758.000,165.000,4.40,7.95
64.000,597.000,1980.000,56.000,58.000,9,0.000,1758.000,165.000,4.65,7.95
75.000,587.000,1990.000,56.000,57.000,9,0.000,1758.000,160.000,4.54,7.95
76.000,579.000,1982.000,56.000,57.000,9,0.000,1758.000,165.000,3.54,7.95
62.000,611.000,1982.000,56.000,58.000,9,0.000,1758.000,165.000,3.75,7.95
74.000,594.000,1982.000,56.000,58.000,9,0.000,1758.000,165.000,6.07,7.95
78.000,620.000,1984.000,56.000,57.000,9,0.000,1758.000,162.000,5.27,7.95
71.000,496.000,1980.000,56.000,57.000,8,0.000,1758.000,163.000,1.65,7.95
72.000,503.000,1980.000,56.000,58.000,8,0.000,1758.000,165.000,7.06,7.95
66.000,499.000,1982.000,56.000,58.000,8,0.000,1758.000,160.000,3.45,7.95
53.000,496.000,1980.000,56.000,57.000,8,0.000,1758.000,154.000,5.36,7.95
59.000,495.000,1980.000,56.000,57.000,8,0.000,1758.000,159.000,0.49,7.95
65.000,496.000,1982.000,56.000,58.000,8,0.000,1758.000,161.000,4.64,7.95
63.000,494.000,1980.000,56.000,57.000,8,0.000,1758.000,161.000,6.15,7.95
61.000,495.000,1980.000,56.000,57.000,8,0.000,1758.000,161.000,3.49,7.95
57.000,493.000,1980.000,56.000,58.000,8,0.000,1758.000,163.000,2.17,7.94
54.000,495.000,1980.000,56.000,57.000,8,0.000,1758.000,163.000,5.53,7.94
54.000,495.000,1980.000,56.000,57.000,8,0.000,1758.000,163.000,5.53,7.94
70.000,495.000,1988.000,56.000,57.000,8,0.000,1758.000,164.000,4.93,7.94
53.000,495.000,1980.000,56.000,57.000,8,0.000,1758.000,164.000,2.98,7.94
52.000,496.000,1980.000,56.000,57.000,8,0.000,1758.000,164.000,1.21,7.94
63.000,493.000,1980.000,56.000,57.000,8,0.000,1758.000,165.000,3.85,7.94
52.000,493.000,1980.000,56.000,57.000,8,0.000,1758.000,165.000,3.81,7.94
57.000,493.000,1982.000,56.000,57.000,8,0.000,1758.000,162.000,4.75,7.94
50.000,494.000,1982.000,56.000,57.000,8,0.000,1758.000,128.000,5.69,7.93
47.000,493.000,1344.000,56.000,57.000,7,0.000,1758.000,121.000,3.88,7.93
39.000,494.000,1342.000,56.000,57.000,7,0.000,1758.000,140.000,4.12,7.93
73.000,508.000,1340.000,55.000,56.000,7,0.000,1758.000,142.000,4.00,7.93
48.000,764.000,1342.000,55.000,56.000,8,0.000,1758.000,139.000,2.00,7.93
72.000,503.000,1982.000,55.000,57.000,8,0.000,1758.000,141.000,5.28,7.93
18.000,494.000,1344.000,56.000,56.000,7,0.000,1758.000,118.000,3.30,7.93
68.000,493.000,1344.000,56.000,57.000,7,0.000,1758.000,136.000,2.73,7.93
74.000,511.000,1980.000,56.000,57.000,8,0.000,1758.000,151.000,2.15,7.93
64.000,495.000,1980.000,56.000,57.000,8,0.000,1758.000,138.000,2.33,7.93
74.000,509.000,1982.000,56.000,57.000,8,0.000,1758.000,152.000,5.73,7.93
68.000,501.000,1982.000,56.000,57.000,8,0.000,1758.000,160.000,4.23,7.93
69.000,493.000,1980.000,56.000,57.000,8,0.000,1758.000,161.000,3.49,7.93
70.000,494.000,1982.000,56.000,57.000,8,0.000,1758.000,154.000,4.46,7.93
45.000,493.000,1978.000,56.000,57.000,8,0.000,1758.000,156.000,5.78,7.93
51.000,496.000,1978.000,56.000,57.000,8,0.000,1758.000,152.000,4.48,7.93
72.000,496.000,1982.000,56.000,57.000,8,0.000,1758.000,163.000,3.39,7.93
73.000,540.000,1984.000,56.000,57.000,9,0.000,1758.000,163.000,2.71,7.93
69.000,495.000,1982.000,56.000,57.000,8,0.000,1758.000,162.000,4.67,7.93
62.000,493.000,1982.000,56.000,57.000,8,0.000,1758.000,160.000,6.25,7.93
55.000,496.000,1980.000,55.000,57.000,8,0.000,1758.000,159.000,4.39,7.93
61.000,493.000,1980.000,56.000,57.000,8,0.000,1758.000,153.000,5.30,7.93
74.000,500.000,1982.000,56.000,57.000,8,0.000,1758.000,161.000,4.23,7.93
75.000,504.000,1982.000,56.000,57.000,8,0.000,1758.000,163.000,4.25,7.93
66.000,505.000,1982.000,56.000,57.000,8,0.000,1758.000,164.000,3.75,7.93
70.000,498.000,1988.000,56.000,57.000,8,0.000,1758.000,163.000,3.89,7.93
64.000,503.000,1980.000,56.000,57.000,8,0.000,1758.000,165.000,5.03,7.93
70.000,502.000,1980.000,56.000,57.000,8,0.000,1758.000,165.000,2.24,7.93
65.000,496.000,1988.000,56.000,57.000,8,0.000,1758.000,165.000,2.51,7.93
65.000,498.000,1980.000,56.000,57.000,8,0.000,1758.000,165.000,5.78,7.93
47.000,494.000,1978.000,56.000,57.000,8,0.000,1758.000,163.000,5.04,7.93
53.000,493.000,1980.000,56.000,57.000,8,0.000,1758.000,152.000,3.20,7.93
61.000,493.000,1980.000,56.000,57.000,8,0.000,1758.000,158.000,4.91,7.93
68.000,493.000,1982.000,56.000,57.000,8,0.000,1758.000,148.000,3.96,7.93
49.000,493.000,1980.000,56.000,57.000,8,0.000,1758.000,121.000,6.22,7.93
56.000,496.000,1982.000,56.000,57.000,7,0.000,1758.000,127.000,3.36,7.93
39.000,496.000,1978.000,56.000,57.000,8,0.000,1758.000,126.000,7.64,7.93
59.000,496.000,1990.000,56.000,57.000,8,0.000,1758.000,128.000,3.45,7.93
44.000,495.000,1978.000,56.000,57.000,8,0.000,1758.000,126.000,3.13,7.93
49.000,496.000,1980.000,56.000,57.000,8,0.000,1758.000,126.000,5.99,7.93
53.000,496.000,1980.000,56.000,57.000,8,0.000,1758.000,128.000,5.23,7.93
42.000,496.000,1976.000,55.000,57.000,8,0.000,1758.000,135.000,2.65,7.93
63.000,495.000,1990.000,56.000,57.000,8,0.000,1758.000,141.000,7.81,7.92
68.000,526.000,1982.000,56.000,57.000,8,0.000,1758.000,150.000,2.29,7.92
65.000,496.000,1982.000,56.000,57.000,8,0.000,1758.000,148.000,5.99,7.92
60.000,493.000,1990.000,56.000,57.000,8,0.000,1758.000,135.000,7.35,7.92
51.000,493.000,1980.000,56.000,57.000,8,0.000,1758.000,154.000,7.21,7.92
54.000,493.000,1980.000,56.000,57.000,8,0.000,1758.000,142.000,1.86,7.92
63.000,497.000,1988.000,56.000,57.000,8,0.000,1758.000,161.000,4.54,7.92
67.000,493.000,1982.000,56.000,57.000,8,0.000,1758.000,161.000,4.74,7.92
63.000,493.000,1982.000,56.000,57.000,8,0.000,1758.000,162.000,6.54,7.92
61.000,493.000,1988.000,56.000,57.000,8,0.000,1758.000,164.000,1.64,7.92
52.000,493.000,1990.000,56.000,57.000,8,0.000,1758.000,164.000,5.03,7.92
61.000,493.000,1986.000,56.000,57.000,8,0.000,1758.000,163.000,5.13,7.92
61.000,493.000,1980.000,56.000,57.000,8,0.000,1758.000,165.000,4.58,7.92
62.000,493.000,1986.000,56.000,57.000,8,0.000,1758.000,164.000,2.55,7.92
48.000,493.000,1990.000,56.000,57.000,8,0.000,1758.000,158.000,4.89,7.92
63.000,493.000,1980.000,56.000,57.000,8,0.000,1758.000,157.000,2.69,7.92
51.000,493.000,1978.000,56.000,57.000,8,0.000,1758.000,165.000,4.91,7.92
61.000,493.000,1980.000,56.000,57.000,8,0.000,1758.000,155.000,4.88,7.92
33.000,493.000,1506.000,56.000,57.000,8,0.000,1758.000,158.000,0.06,7.92
47.000,493.000,1346.000,55.000,56.000,7,0.000,1758.000,140.000,5.74,7.93
59.000,493.000,1338.000,56.000,56.000,7,0.000,1758.000,161.000,8.51,7.93
46.000,493.000,1338.000,55.000,57.000,7,0.000,1758.000,153.000,7.05,7.93
48.000,493.000,1336.000,56.000,56.000,7,0.000,1758.000,148.000,3.36,7.92
27.000,493.000,1080.000,56.000,56.000,6,0.000,1758.000,141.000,4.62,7.93
26.000,494.000,1978.000,55.000,57.000,7,0.000,1758.000,124.000,4.88,7.93
35.000,493.000,1986.000,56.000,57.000,7,0.000,1758.000,120.000,4.82,7.93
64.000,493.000,1992.000,56.000,57.000,8,0.000,1758.000,141.000,0.78,7.92
64.000,493.000,1986.000,56.000,57.000,8,0.000,1758.000,152.000,7.32,7.92
70.000,493.000,1982.000,56.000,57.000,8,0.000,1758.000,155.000,5.75,7.92
47.000,496.000,1990.000,56.000,57.000,8,0.000,1758.000,154.000,5.77,7.93
50.000,494.000,1980.000,56.000,57.000,8,0.000,1758.000,161.000,4.16,7.93
64.000,496.000,1980.000,56.000,57.000,8,0.000,1758.000,150.000,5.31,7.93
71.000,495.000,1980.000,55.000,57.000,8,0.000,1758.000,162.000,4.18,7.93
71.000,494.000,1982.000,56.000,57.000,8,0.000,1758.000,162.000,6.02,7.93
60.000,493.000,1982.000,56.000,57.000,8,0.000,1758.000,161.000,3.15,7.92
47.000,496.000,1988.000,55.000,57.000,8,0.000,1758.000,152.000,5.16,7.92
47.000,496.000,1978.000,55.000,57.000,8,0.000,1758.000,150.000,4.88,7.92
55.000,494.000,1978.000,56.000,57.000,8,0.000,1758.000,156.000,6.19,7.92
57.000,495.000,1980.000,56.000,57.000,8,0.000,1758.000,156.000,2.26,7.92
67.000,498.000,1982.000,56.000,57.000,8,0.000,1758.000,160.000,5.45,7.92
70.000,493.000,1986.000,56.000,57.000,8,0.000,1758.000,163.000,5.77,7.92
57.000,495.000,1988.000,56.000,57.000,8,0.000,1758.000,160.000,5.08,7.92
58.000,494.000,1980.000,56.000,57.000,8,0.000,1758.000,163.000,3.15,7.92
59.000,496.000,1984.000,56.000,57.000,8,0.000,1758.000,159.000,4.67,7.92
68.000,498.000,1980.000,56.000,57.000,8,0.000,1758.000,162.000,5.86,7.93
61.000,494.000,1980.000,56.000,57.000,8,0.000,1758.000,157.000,4.64,7.93
67.000,495.000,1982.000,56.000,57.000,8,0.000,1758.000,145.000,3.76,7.93
60.000,493.000,1990.000,56.000,57.000,8,0.000,1758.000,145.000,7.73,7.93
61.000,494.000,1990.000,56.000,57.000,8,0.000,1758.000,146.000,5.40,7.93
64.000,496.000,1984.000,56.000,57.000,8,0.000,1758.000,131.000,4.44,7.93
38.000,495.000,1986.000,56.000,57.000,8,0.000,1758.000,134.000,2.93,7.93
49.000,496.000,1990.000,55.000,57.000,7,0.000,1758.000,123.000,5.81,7.94
43.000,496.000,1978.000,56.000,57.000,7,0.000,1758.000,122.000,0.80,7.93
43.000,493.000,1978.000,56.000,57.000,8,0.000,1758.000,136.000,6.54,7.93
67.000,493.000,1982.000,56.000,57.000,8,0.000,1758.000,132.000,6.33,7.93
59.000,493.000,1978.000,56.000,57.000,8,0.000,1758.000,145.000,6.25,7.93
69.000,496.000,1982.000,55.000,57.000,8,0.000,1758.000,147.000,2.15,7.93
45.000,496.000,1980.000,56.000,57.000,8,0.000,1758.000,132.000,7.23,7.93
50.000,496.000,1980.000,56.000,57.000,8,0.000,1758.000,146.000,6.76,7.93
56.000,496.000,1986.000,56.000,57.000,8,0.000,1758.000,149.000,6.18,7.93
53.000,496.000,1980.000,56.000,57.000,8,0.000,1758.000,156.000,1.78,7.93
55.000,496.000,1982.000,56.000,57.000,8,0.000,1758.000,147.000,4.50,7.93
67.000,497.000,1980.000,56.000,57.000,8,0.000,1758.000,150.000,4.83,7.93
72.000,500.000,1984.000,55.000,57.000,8,0.000,1758.000,158.000,4.47,7.93
57.000,493.000,1980.000,56.000,57.000,8,0.000,1758.000,161.000,4.95,7.93
62.000,493.000,1990.000,56.000,57.000,8,0.000,1758.000,160.000,5.36,7.93
49.000,495.000,1980.000,56.000,57.000,8,0.000,1758.000,161.000,4.61,7.93
63.000,493.000,1338.000,56.000,56.000,7,0.000,1758.000,151.000,3.00,7.94
53.000,493.000,1072.000,56.000,56.000,7,0.000,1758.000,163.000,6.10,7.94
56.000,493.000,1070.000,56.000,56.000,7,0.000,1758.000,164.000,4.21,7.94
64.000,493.000,1074.000,55.000,56.000,7,0.000,1758.000,161.000,4.33,7.94
66.000,494.000,1072.000,56.000,56.000,7,0.000,1758.000,165.000,4.59,7.94
61.000,493.000,1076.000,55.000,57.000,7,0.000,1758.000,165.000,2.74,7.94
68.000,493.000,1074.000,55.000,56.000,7,0.000,1758.000,165.000,4.87,7.94
57.000,493.000,1346.000,55.000,57.000,7,0.000,1758.000,159.000,5.75,7.93
55.000,495.000,1342.000,55.000,56.000,7,0.000,1758.000,155.000,6.07,7.93
57.000,493.000,1980.000,56.000,57.000,8,0.000,1758.000,149.000,3.72,7.93
52.000,494.000,1980.000,56.000,57.000,8,0.000,1758.000,153.000,2.70,7.93
52.000,494.000,1980.000,56.000,57.000,8,0.000,1758.000,153.000,2.70,7.93
56.000,496.000,1988.000,56.000,57.000,8,0.000,1758.000,140.000,5.53,7.93
63.000,493.000,1980.000,56.000,57.000,8,0.000,1758.000,130.000,5.14,7.93
64.000,493.000,1982.000,56.000,57.000,8,0.000,1758.000,133.000,4.90,7.93
67.000,494.000,1990.000,56.000,57.000,8,0.000,1758.000,132.000,7.04,7.93
45.000,496.000,1978.000,56.000,57.000,8,0.000,1758.000,126.000,7.35,7.93
47.000,496.000,1978.000,56.000,57.000,8,0.000,1758.000,117.000,4.26,7.93
55.000,496.000,1980.000,56.000,57.000,8,0.000,1758.000,126.000,2.51,7.93
58.000,493.000,1990.000,56.000,57.000,8,0.000,1758.000,131.000,6.49,7.93
64.000,494.000,1980.000,56.000,57.000,8,0.000,1758.000,140.000,6.40,7.93
70.000,503.000,1984.000,56.000,58.000,8,0.000,1758.000,152.000,4.87,7.93
72.000,502.000,1990.000,56.000,57.000,8,0.000,1758.000,155.000,1.37,7.93
60.000,493.000,1990.000,56.000,57.000,8,0.000,1758.000,148.000,4.31,7.93
63.000,496.000,1988.000,56.000,57.000,8,0.000,1758.000,149.000,5.99,7.94
60.000,494.000,1982.000,56.000,57.000,8,0.000,1758.000,156.000,2.00,7.94
62.000,496.000,1982.000,56.000,57.000,8,0.000,1758.000,159.000,3.40,7.94
59.000,494.000,1982.000,56.000,57.000,9,0.000,1758.000,157.000,4.25,7.94
72.000,518.000,1982.000,56.000,57.000,9,0.000,1758.000,163.000,7.68,7.94
70.000,510.000,1984.000,56.000,57.000,9,0.000,1758.000,165.000,0.75,7.93
65.000,525.000,1982.000,56.000,57.000,9,0.000,1758.000,160.000,3.21,7.93
64.000,566.000,1984.000,56.000,57.000,9,0.000,1758.000,160.000,6.53,7.93
71.000,524.000,1980.000,56.000,57.000,8,0.000,1758.000,155.000,2.40,7.93
61.000,496.000,1992.000,56.000,57.000,8,0.000,1758.000,146.000,6.30,7.93
71.000,495.000,1986.000,56.000,57.000,8,0.000,1758.000,146.000,6.65,7.94
61.000,495.000,1980.000,56.000,57.000,8,0.000,1758.000,143.000,5.27,7.94
63.000,529.000,1992.000,56.000,57.000,8,0.000,1758.000,151.000,3.69,7.94
72.000,545.000,1990.000,55.000,57.000,8,0.000,1758.000,158.000,3.02,7.94
67.000,493.000,1982.000,56.000,57.000,8,0.000,1758.000,153.000,6.28,7.93
